JD,Year,Month,Day,n_g,n_s,Wn,s_g,s_s,Ws,Wolf
2458476,2018,12,23,0,0,0,0,0,0,0.00
2458477,2018,12,24,0,0,0,0,0,0,0.00
2458478,2018,12,25,0,0,0,0,0,0,0.44
2458479,2018,12,26,0,0,0,0,0,0,0.00
2458480,2018,12,27,0,0,0,0,0,0,0.31
2458481,2018,12,28,0,0,0,0,0,0,0.00
2458482,2018,12,29,0,0,0,0,0,0,0.00
2458483,2018,12,30,0,0,2,0,0,0,1.50
2458484,2018,12,31,0,0,2,0,0,0,2.54
2458485,2019,01,1,1,2,8,0,0,0,7.94
2458486,2019,01,2,1,5,11,0,0,0,11.46
2458487,2019,01,3,1,4,10,0,0,0,10.42
2458488,2019,01,4,1,3,9,0,0,0,9.28
2458489,2019,01,5,0,1,6,0,0,0,6.20
2458490,2019,01,6,0,0,2,0,0,0,1.50
2458491,2019,01,7,0,0,0,0,0,0,0.00
2458492,2019,01,8,0,0,0,0,0,0,0.00
2458493,2019,01,9,0,0,0,0,0,0,0.00
2458494,2019,01,10,0,0,0,0,0,0,0.00
2458495,2019,01,11,0,0,0,0,0,0,0.00
2458496,2019,01,12,0,0,0,0,0,0,0.00
2458497,2019,01,13,0,0,0,0,0,0,0.00
2458498,2019,01,14,0,0,0,0,0,0,0.00
2458499,2019,01,15,0,0,0,0,0,0,0.00
2458500,2019,01,16,0,0,1,0,0,0,1.27
2458501,2019,01,17,0,0,0,0,0,0,0.00
2458502,2019,01,18,0,0,0,0,0,0,0.00
2458503,2019,01,19,0,0,0,0,0,0,0.00
2458504,2019,01,20,0,0,0,0,0,0,0.00
2458505,2019,01,21,0,0,1,0,0,0,1.29
2458506,2019,01,22,1,5,12,0,0,0,11.62
2458507,2019,01,23,1,8,15,0,0,0,14.83
2458508,2019,01,24,1,8,14,0,0,0,13.93
2458509,2019,01,25,1,8,14,0,0,0,14.87
2458510,2019,01,26,1,11,17,0,0,1,17.95
2458511,2019,01,27,1,7,14,0,0,0,14.25
2458512,2019,01,28,1,5,12,0,0,0,12.47
2458513,2019,01,29,1,2,8,0,0,0,8.27
2458514,2019,01,30,0,0,2,0,0,0,2.43
2458515,2019,01,31,0,0,0,0,0,0,0.00
2458516,2019,02,1,0,0,0,0,0,0,0.00
2458517,2019,02,2,0,0,0,0,0,0,0.00
2458518,2019,02,3,0,0,0,0,0,0,0.00
2458519,2019,02,4,0,0,0,0,0,0,0.00
2458520,2019,02,5,0,0,0,0,0,0,0.00
2458521,2019,02,6,0,0,0,0,0,0,0.39
2458522,2019,02,7,0,0,0,0,0,0,0.00
2458523,2019,02,8,0,0,0,0,0,0,0.00
2458524,2019,02,9,0,0,0,0,0,0,0.00
2458525,2019,02,10,0,0,0,0,0,0,0.00
2458526,2019,02,11,0,0,0,0,0,1,0.78
2458527,2019,02,12,0,0,0,0,0,0,0.00
2458528,2019,02,13,0,0,0,0,0,2,2.25
2458529,2019,02,14,0,0,0,0,0,0,0.00
2458530,2019,02,15,0,0,0,0,0,0,0.00
2458531,2019,02,16,0,0,0,0,0,0,0.00
2458532,2019,02,17,0,0,0,0,0,0,0.32
2458533,2019,02,18,0,0,0,0,0,0,0.00
2458534,2019,02,19,0,0,0,0,0,0,0.31
2458535,2019,02,20,0,0,1,0,0,0,0.94
2458536,2019,02,21,0,0,2,0,0,0,1.84
2458537,2019,02,22,0,0,0,0,0,0,0.35
2458538,2019,02,23,0,0,0,0,0,0,0.00
2458539,2019,02,24,0,0,0,0,0,0,0.00
2458540,2019,02,25,0,0,0,0,0,0,0.00
2458541,2019,02,26,0,0,0,0,0,0,0.00
2458542,2019,02,27,0,0,0,0,0,0,0.00
2458543,2019,02,28,0,0,0,0,0,0,0.31
2458544,2019,03,1,0,0,0,0,0,0,0.00
2458545,2019,03,2,0,0,0,0,0,0,0.00
2458546,2019,03,3,0,0,0,0,0,0,0.00
2458547,2019,03,4,0,0,0,0,0,1,1.03
2458548,2019,03,5,0,2,6,0,0,0,6.67
2458549,2019,03,6,1,4,10,0,0,0,10.39
2458550,2019,03,7,1,2,9,0,0,0,9.06
2458551,2019,03,8,1,1,7,0,0,1,7.20
2458552,2019,03,9,1,1,7,0,0,0,7.79
2458553,2019,03,10,1,1,7,0,0,0,7.38
2458554,2019,03,11,1,1,6,0,0,0,5.74
2458555,2019,03,12,0,0,3,0,0,0,2.56
2458556,2019,03,13,0,0,1,0,0,0,1.69
2458557,2019,03,14,0,0,2,0,0,0,1.82
2458558,2019,03,15,0,0,0,0,0,0,0.00
2458559,2019,03,16,0,0,0,0,0,0,0.00
2458560,2019,03,17,0,0,2,0,0,0,2.21
2458561,2019,03,18,1,2,8,0,0,0,7.69
2458562,2019,03,19,1,3,9,0,0,0,9.46
2458563,2019,03,20,1,8,20,0,0,0,20.24
2458564,2019,03,21,1,10,20,0,0,0,20.03
2458565,2019,03,22,1,9,15,0,0,0,15.28
2458566,2019,03,23,1,8,14,0,0,0,14.93
2458567,2019,03,24,1,2,8,0,0,0,8.07
2458568,2019,03,25,0,0,0,0,0,0,0.00
2458569,2019,03,26,0,0,0,0,0,0,0.00
2458570,2019,03,27,0,0,0,0,0,0,0.00
2458571,2019,03,28,0,0,0,0,0,0,0.00
2458572,2019,03,29,0,0,0,0,0,0,0.00
2458573,2019,03,30,0,0,1,0,0,0,0.89
2458574,2019,03,31,0,1,5,0,0,0,5.29
2458575,2019,04,1,1,3,9,0,0,0,9.22
2458576,2019,04,2,1,5,11,0,0,0,10.79
2458577,2019,04,3,1,4,10,0,0,0,9.85
2458578,2019,04,4,0,1,4,0,0,0,3.85
2458579,2019,04,5,0,0,2,0,0,0,1.87
2458580,2019,04,6,0,0,1,0,0,0,1.18
2458581,2019,04,7,1,1,7,0,0,0,7.09
2458582,2019,04,8,1,1,8,0,0,0,7.78
2458583,2019,04,9,1,1,8,0,0,0,7.70
2458584,2019,04,10,1,2,8,0,0,0,8.11
2458585,2019,04,11,1,2,9,0,0,0,9.05
2458586,2019,04,12,1,3,10,0,0,0,9.58
2458587,2019,04,13,1,4,11,0,0,0,10.98
2458588,2019,04,14,1,2,9,0,0,0,8.78
2458589,2019,04,15,1,1,7,0,0,0,6.98
2458590,2019,04,16,1,1,6,0,0,1,6.95
2458591,2019,04,17,1,2,13,0,0,0,13.19
2458592,2019,04,18,1,3,16,0,0,1,16.28
2458593,2019,04,19,1,2,12,0,0,1,12.29
2458594,2019,04,20,1,1,6,0,0,0,5.86
2458595,2019,04,21,0,0,1,0,0,0,1.44
2458596,2019,04,22,0,0,0,0,0,0,0.00
2458597,2019,04,23,0,0,0,0,0,0,0.00
2458598,2019,04,24,0,0,0,0,0,0,0.00
2458599,2019,04,25,0,0,0,0,0,0,0.00
2458600,2019,04,26,0,0,0,0,0,0,0.00
2458601,2019,04,27,0,0,0,0,0,0,0.00
2458602,2019,04,28,0,0,0,0,0,0,0.00
2458603,2019,04,29,0,0,0,0,0,0,0.00
2458604,2019,04,30,0,0,0,0,0,0,0.32
2458605,2019,05,1,0,0,0,0,0,0,0.00
2458606,2019,05,2,0,0,1,0,0,0,0.61
2458607,2019,05,3,0,0,1,0,0,0,1.06
2458608,2019,05,4,1,1,8,0,0,0,7.63
2458609,2019,05,5,1,1,7,0,0,0,7.14
2458610,2019,05,6,1,3,14,0,0,0,13.60
2458611,2019,05,7,1,4,17,0,0,0,17.05
2458612,2019,05,8,1,3,17,0,0,0,17.14
2458613,2019,05,9,1,4,17,0,0,0,17.24
2458614,2019,05,10,1,3,18,0,0,0,18.10
2458615,2019,05,11,1,4,17,0,0,0,17.00
2458616,2019,05,12,1,4,17,0,0,0,17.36
2458617,2019,05,13,1,3,15,0,0,0,15.45
2458618,2019,05,14,1,2,12,0,0,0,11.96
2458619,2019,05,15,1,2,10,0,0,0,10.53
2458620,2019,05,16,1,2,9,0,0,0,8.80
2458621,2019,05,17,1,1,8,0,0,0,8.22
2458622,2019,05,18,1,1,7,0,0,0,7.61
2458623,2019,05,19,0,0,0,0,0,0,0.00
2458624,2019,05,20,0,0,0,0,0,0,0.00
2458625,2019,05,21,0,0,0,0,0,0,0.00
2458626,2019,05,22,0,0,0,0,0,0,0.00
2458627,2019,05,23,0,0,0,0,0,0,0.31
2458628,2019,05,24,0,0,0,0,0,0,0.00
2458629,2019,05,25,0,0,0,0,0,0,0.00
2458630,2019,05,26,0,0,0,0,0,0,0.00
2458631,2019,05,27,0,0,0,0,0,0,0.00
2458632,2019,05,28,0,0,0,0,0,0,0.00
2458633,2019,05,29,0,0,2,0,0,0,2.08
2458634,2019,05,30,0,0,0,0,0,0,0.27
2458635,2019,05,31,0,0,0,0,0,0,0.00
2458636,2019,06,1,0,0,0,0,0,0,0.00
2458637,2019,06,2,0,0,0,0,0,0,0.00
2458638,2019,06,3,0,0,0,0,0,0,0.00
2458639,2019,06,4,0,0,0,0,0,0,0.00
2458640,2019,06,5,0,0,1,0,0,0,0.69
2458641,2019,06,6,0,0,0,0,0,0,0.28
2458642,2019,06,7,0,0,1,0,0,0,0.59
2458643,2019,06,8,0,0,0,0,0,0,0.00
2458644,2019,06,9,0,0,0,0,0,0,0.00
2458645,2019,06,10,0,0,0,0,0,0,0.00
2458646,2019,06,11,0,0,0,0,0,0,0.25
2458647,2019,06,12,0,0,0,0,0,0,0.24
2458648,2019,06,13,0,0,0,0,0,0,0.00
2458649,2019,06,14,0,0,0,0,0,0,0.00
2458650,2019,06,15,0,0,0,0,0,0,0.00
2458651,2019,06,16,0,0,0,0,0,0,0.00
2458652,2019,06,17,0,0,0,0,0,0,0.00
2458653,2019,06,18,0,0,0,0,0,0,0.28
2458654,2019,06,19,0,0,0,0,0,0,0.00
2458655,2019,06,20,0,0,0,0,0,0,0.29
2458656,2019,06,21,0,0,0,0,0,0,0.00
2458657,2019,06,22,0,0,0,0,0,0,0.00
2458658,2019,06,23,0,0,2,0,0,0,1.64
2458659,2019,06,24,1,1,7,0,0,0,6.96
2458660,2019,06,25,0,1,6,0,0,0,5.87
2458661,2019,06,26,0,0,3,0,0,0,2.98
2458662,2019,06,27,0,0,0,0,0,0,0.29
2458663,2019,06,28,0,0,0,0,0,0,0.31
2458664,2019,06,29,0,0,1,0,0,0,0.78
2458665,2019,06,30,0,0,0,0,0,0,0.00
2458666,2019,07,1,0,0,0,0,0,1,0.84
2458667,2019,07,2,0,0,0,0,0,0,0.00
2458668,2019,07,3,0,0,0,0,0,0,0.00
2458669,2019,07,4,0,0,0,0,0,0,0.00
2458670,2019,07,5,0,0,0,0,0,0,0.00
2458671,2019,07,6,0,0,0,0,0,0,0.26
2458672,2019,07,7,0,0,0,0,0,4,3.66
2458673,2019,07,8,0,0,0,0,0,1,1.40
2458674,2019,07,9,0,0,0,0,0,0,0.00
2458675,2019,07,10,0,0,0,0,0,0,0.00
2458676,2019,07,11,0,0,0,0,0,0,0.00
2458677,2019,07,12,0,0,0,0,0,0,0.00
2458678,2019,07,13,0,0,0,0,0,0,0.00
2458679,2019,07,14,0,0,0,0,0,0,0.00
2458680,2019,07,15,0,0,0,0,0,0,0.00
2458681,2019,07,16,0,0,0,0,0,0,0.00
2458682,2019,07,17,0,0,0,0,0,0,0.00
2458683,2019,07,18,0,0,0,0,0,0,0.00
2458684,2019,07,19,0,0,0,0,0,0,0.00
2458685,2019,07,20,0,0,0,0,0,0,0.00
2458686,2019,07,21,0,0,0,0,0,0,0.00
2458687,2019,07,22,0,0,2,0,0,0,2.02
2458688,2019,07,23,0,0,0,0,0,0,0.50
2458689,2019,07,24,0,0,0,0,0,0,0.00
2458690,2019,07,25,0,0,0,0,0,0,0.00
2458691,2019,07,26,0,0,0,0,0,0,0.00
2458692,2019,07,27,0,0,0,0,0,0,0.29
2458693,2019,07,28,0,0,0,0,0,0,0.00
2458694,2019,07,29,0,0,0,0,0,0,0.00
2458695,2019,07,30,0,0,0,0,0,0,0.00
2458696,2019,07,31,0,0,0,0,0,0,0.00
2458697,2019,08,1,0,0,0,0,0,0,0.00
2458698,2019,08,2,0,0,0,0,0,0,0.00
2458699,2019,08,3,0,0,0,0,0,0,0.00
2458700,2019,08,4,0,0,0,0,0,0,0.00
2458701,2019,08,5,0,0,0,0,0,2,2.41
2458702,2019,08,6,0,0,1,0,0,1,2.57
2458703,2019,08,7,0,0,2,0,0,0,1.60
2458704,2019,08,8,0,0,1,0,0,0,0.52
2458705,2019,08,9,0,0,0,0,0,0,0.00
2458706,2019,08,10,0,0,0,0,0,0,0.00
2458707,2019,08,11,0,0,0,0,0,0,0.00
2458708,2019,08,12,0,0,0,0,0,0,0.00
2458709,2019,08,13,0,0,0,0,0,0,0.00
2458710,2019,08,14,0,0,0,0,0,0,0.00
2458711,2019,08,15,0,0,0,0,0,0,0.00
2458712,2019,08,16,0,0,0,0,0,0,0.00
2458713,2019,08,17,0,0,0,0,0,0,0.00
2458714,2019,08,18,0,0,0,0,0,0,0.00
2458715,2019,08,19,0,0,0,0,0,0,0.00
2458716,2019,08,20,0,0,0,0,0,0,0.00
2458717,2019,08,21,0,0,0,0,0,0,0.00
2458718,2019,08,22,0,0,0,0,0,0,0.00
2458719,2019,08,23,0,0,0,0,0,0,0.00
2458720,2019,08,24,0,0,0,0,0,0,0.00
2458721,2019,08,25,0,0,0,0,0,0,0.00
2458722,2019,08,26,0,0,0,0,0,0,0.00
2458723,2019,08,27,0,0,0,0,0,0,0.00
2458724,2019,08,28,0,0,0,0,0,0,0.00
2458725,2019,08,29,0,0,0,0,0,0,0.00
2458726,2019,08,30,0,0,0,0,0,0,0.00
2458727,2019,08,31,0,0,0,0,0,0,0.00
2458728,2019,09,1,0,1,5,0,0,0,5.21
2458729,2019,09,2,0,1,5,0,0,0,5.35
2458730,2019,09,3,0,0,2,0,0,0,1.95
2458731,2019,09,4,0,0,0,0,0,0,0.00
2458732,2019,09,5,0,0,0,0,0,0,0.00
2458733,2019,09,6,0,0,0,0,0,0,0.00
2458734,2019,09,7,0,0,0,0,0,0,0.00
2458735,2019,09,8,0,0,0,0,0,0,0.00
2458736,2019,09,9,0,0,0,0,0,0,0.00
2458737,2019,09,10,0,0,0,0,0,0,0.00
2458738,2019,09,11,0,0,0,0,0,0,0.00
2458739,2019,09,12,0,0,0,0,0,0,0.00
2458740,2019,09,13,0,0,0,0,0,0,0.00
2458741,2019,09,14,0,0,0,0,0,0,0.31
2458742,2019,09,15,0,0,0,0,0,0,0.00
2458743,2019,09,16,0,0,0,0,0,0,0.00
2458744,2019,09,17,0,0,0,0,0,0,0.31
2458745,2019,09,18,0,0,0,0,0,0,0.00
2458746,2019,09,19,0,0,0,0,0,0,0.00
2458747,2019,09,20,0,0,0,0,0,0,0.00
2458748,2019,09,21,0,0,0,0,0,0,0.00
2458749,2019,09,22,0,0,0,0,0,0,0.00
2458750,2019,09,23,0,0,0,0,0,0,0.00
2458751,2019,09,24,0,0,0,0,0,0,0.00
2458752,2019,09,25,0,0,0,0,0,0,0.00
2458753,2019,09,26,0,0,0,0,0,0,0.00
2458754,2019,09,27,0,0,0,0,0,0,0.00
2458755,2019,09,28,0,0,0,0,0,0,0.00
2458756,2019,09,29,0,0,0,0,0,0,0.00
2458757,2019,09,30,0,0,0,0,0,0,0.00
2458758,2019,10,1,0,0,0,0,1,4,4.03
2458759,2019,10,2,0,0,0,0,0,2,2.14
2458760,2019,10,3,0,0,0,0,0,0,0.00
2458761,2019,10,4,0,0,0,0,0,0,0.00
2458762,2019,10,5,0,0,0,0,0,0,0.00
2458763,2019,10,6,0,0,0,0,0,0,0.00
2458764,2019,10,7,0,0,0,0,0,0,0.00
2458765,2019,10,8,0,0,0,0,0,0,0.00
2458766,2019,10,9,0,0,0,0,0,0,0.00
2458767,2019,10,10,0,0,0,0,0,0,0.00
2458768,2019,10,11,0,0,0,0,0,0,0.35
2458769,2019,10,12,0,0,0,0,0,0,0.00
2458770,2019,10,13,0,0,0,0,0,0,0.00
2458771,2019,10,14,0,0,0,0,0,0,0.00
2458772,2019,10,15,0,0,0,0,0,0,0.00
2458773,2019,10,16,0,0,0,0,0,0,0.00
2458774,2019,10,17,0,0,0,0,0,0,0.00
2458775,2019,10,18,0,0,0,0,0,0,0.00
2458776,2019,10,19,0,0,0,0,0,0,0.00
2458777,2019,10,20,0,0,0,0,0,0,0.00
2458778,2019,10,21,0,0,0,0,0,0,0.00
2458779,2019,10,22,0,0,0,0,0,0,0.00
2458780,2019,10,23,0,0,0,0,0,0,0.00
2458781,2019,10,24,0,0,0,0,0,0,0.00
2458782,2019,10,25,0,0,0,0,0,0,0.00
2458783,2019,10,26,0,0,0,0,0,0,0.00
2458784,2019,10,27,0,0,0,0,0,0,0.00
2458785,2019,10,28,0,0,0,0,0,0,0.00
2458786,2019,10,29,0,0,0,0,0,0,0.00
2458787,2019,10,30,0,0,0,0,0,0,0.00
2458788,2019,10,31,0,0,0,0,0,0,0.33
